,POSTED_BY,UNDER_CONSTRUCTION,RERA,BHK_NO.,BHK_OR_RK,Area,READY_TO_MOVE,RESALE,ADDRESS,LONGITUDE,LATITUDE,Transaction_Price,Bathrooms,Furnishing,Parking,Year_built
192,Owner,0,0,2,BHK,1315.265046,1,1,"RM Park,Valsad",20.606469,72.913465,3300000.0,2,Furnished,1,2013.0
193,Dealer,0,0,1,BHK,650.026001,1,1,"Kalyan (West),Mumbai",19.245347,73.124577,5000000.0,1,Furnished,1,2016.0
194,Owner,0,0,1,BHK,540.1755571,1,1,"Saphale,Palghar",19.585537,72.83686800000002,1600000.0,1,Furnished,1,2010.0
195,Dealer,0,0,3,BHK,1830.065359,1,1,"Suraksha Nagar,Bangalore",20.098413,79.10786,9800000.0,3,Furnished,1,2016.0
196,Dealer,0,0,3,BHK,1575.157516,1,1,"Judges Enclave,Ghaziabad",28.66667,77.41667,7000000.0,3,Furnished,1,2018.0
197,Dealer,0,0,3,BHK,1530.0,1,1,"Harlur Road,Bangalore",12.904179,77.665897,7650000.0,3,Furnished,1,2017.0
198,Owner,0,0,2,BHK,619.6377502,1,1,"Byagadadhenahalli,Bangalore",12.758604,77.700377,2600000.0,2,Furnished,1,2014.0
199,Owner,0,0,4,BHK,2200.0,1,1,"Citylight Area,Surat",21.17,72.83,11000000.0,4,Furnished,1,2017.0
200,Dealer,0,0,3,BHK,1757.188498,1,1,"Action Area IID,Kolkata",40.67197199,-86.15292909,7700000.0,3,Furnished,1,2017.0
201,Dealer,0,1,2,BHK,1087.885617,1,1,"Manpada,Mumbai",19.239813,72.962722,14000000.0,2,Furnished,1,2016.0
202,Owner,0,0,2,BHK,1199.862873,1,1,"Doddakallasandra,Bangalore",12.880993,77.557654,7000000.0,2,Furnished,1,2017.0
203,Owner,0,0,2,BHK,1265.035255,1,1,"Bhuvaneshwari Nagar,Bangalore",13.033421,77.603954,6100000.0,2,Furnished,1,2018.0
204,Dealer,0,0,2,BHK,676.0453302,1,1,"Ganganagar,Kolkata",22.301625,88.242147,1730000.0,2,Furnished,1,2012.0
205,Owner,0,0,2,BHK,800.0,1,1,"Mohan Nagar,Ghaziabad",28.678014,77.38296,4200000.0,2,Furnished,1,2012.0
206,Owner,0,0,2,BHK,750.0750075,1,1,"Maheshtala,Kolkata",22.486821,88.233267,2500000.0,2,Furnished,1,2013.0
207,Dealer,0,1,2,BHK,1500.0,1,0,"Anna Nagar West,Chennai",13.086769,80.191135,15000000.0,2,Furnished,1,2018.0
208,Dealer,0,0,3,BHK,1814.285714,1,1,"Khandagiri,Bhubaneswar",20.257483,85.780142,8890000.0,3,Furnished,1,2016.0
209,Dealer,0,1,3,BHK,1195.652174,1,1,"Ghodbunder Road,Lalitpur",24.69028,78.41889,11000000.0,3,Furnished,1,2018.0
210,Dealer,0,0,3,BHK,1395.032324,1,1,"Raj Nagar Extension,Ghaziabad",26.900926,75.775927,4100000.0,3,Furnished,1,2013.0
211,Owner,0,0,2,BHK,850.1594049,1,1,"Palghar,Palghar",19.696531,72.767746,2400000.0,2,Furnished,1,2011.0
212,Dealer,0,0,2,BHK,909.4339623,1,1,"Keelkattalai,Chennai",12.957707,80.18367099999998,4820000.0,2,Furnished,1,2014.0
213,Owner,1,0,2,BHK,910.0937672,0,1,"Ramna,Varanasi",25.248438,83.014116,3300000.0,2,Furnished,1,
214,Dealer,0,0,3,BHK,1850.070303,1,1,"Aga Abbas Ali Road,Bangalore",12.96991,77.59796,25000000.0,3,Furnished,1,2019.0
215,Dealer,0,1,3,BHK,2069.857697,1,1,"Sector-107 Noida,Noida",28.546788,77.37849399999998,16000000.0,3,Furnished,1,2018.0
216,Dealer,0,1,2,BHK,820.0082001000002,1,1,"Thane West,Mumbai",19.18,72.96333,14000000.0,2,Furnished,1,2018.0
217,Dealer,0,0,2,BHK,1241.8075199999996,1,1,"Sargasan,Gandhinagar",23.182972,72.611485,3600000.0,2,Furnished,1,2011.0
218,Dealer,0,1,3,BHK,1014.120668,1,0,"Kharadi,Maharashtra",18.5438,73.9438,7900000.0,3,Furnished,1,2017.0
219,Dealer,0,0,4,BHK,2302.158273,1,1,"Sector-70 Mohali,Mohali",30.697795000000006,76.714722,16000000.0,4,Furnished,1,2017.0
220,Dealer,0,0,2,BHK,900.0782677000002,1,1,"Sector 35I Kharghar,Lalitpur",24.69028,78.41889,6900000.0,2,Furnished,1,2018.0
221,Builder,1,0,2,BHK,898.5074627,0,0,"Jalukbari,Guwahati",26.154874,91.670312,3010000.0,2,Furnished,1,
222,Dealer,0,0,3,BHK,2235.294118,1,1,"C-Scheme,Jaipur",26.91667,75.86667,19000000.0,3,Furnished,1,2017.0
223,Dealer,0,0,3,BHK,1350.0,1,1,"Sector-50 Noida,Noida",28.5679,77.3679,8100000.0,3,Furnished,1,2017.0
224,Dealer,0,1,2,BHK,1100.110011,1,1,"Warje,Pune",18.485487,73.80377299999998,7000000.0,2,Furnished,1,2017.0
225,Dealer,0,1,1,BHK,612.1199755,1,1,"Mambakkam,Chennai",12.8356,80.1682,3000000.0,1,Furnished,1,2010.0
226,Owner,0,0,2,BHK,1100.352113,1,1,"Sai Nagar,Amravati",20.892133,77.741664,2500000.0,2,Furnished,1,2012.0
227,Dealer,0,1,5,BHK,5194.805195,1,1,"Sector-128 Noida,Noida",28.522931,77.357078,40000000.0,5,Furnished,1,2018.0
228,Dealer,0,0,3,BHK,1475.2567689999996,1,1,"Sector-137 Noida,Noida",28.506454,77.40956800000002,7900000.0,3,Furnished,1,2017.0
229,Dealer,0,1,4,BHK,2780.191138,1,1,"Sector-79 Noida,Noida",28.558047,77.392752,16000000.0,4,Furnished,1,2016.0
230,Builder,1,0,1,BHK,300.0260892,0,0,"Kachimet,Lalitpur",24.69028,78.41889,1150000.0,1,Furnished,1,
231,Owner,0,0,2,BHK,1000.0,1,1,"Venkojipalem,Visakhapatnam",17.7,83.25,5000000.0,2,Furnished,1,2016.0
232,Dealer,0,0,2,BHK,1532.720245,1,1,"Goregaon (East),Mumbai",19.1615,72.8731,23000000.0,2,Furnished,1,2017.0
233,Dealer,1,1,2,BHK,995.8314034,0,0,"Sevasi,Vadodara",22.311323,73.121275,2150000.0,2,Furnished,1,
234,Dealer,0,0,3,BHK,1646.706587,1,0,"Sector-90 Gurgaon,Gurgaon",28.406794,76.936447,11000000.0,3,Furnished,1,2018.0
235,Dealer,0,0,4,BHK,2350.965575,1,1,"Sunny Enclave,Mohali",30.664299,76.817624,5600000.0,4,Furnished,1,2019.0
236,Owner,0,0,3,BHK,534.061239,1,1,"Sector 55 Faridabad,Faridabad",28.34532,77.299035,4500000.0,3,Furnished,1,2012.0
237,Dealer,1,1,2,BHK,1100.0,0,1,"Majiwada,Mumbai",19.218498,72.992114,11000000.0,2,Furnished,1,
238,Dealer,0,0,3,BHK,1968.888889,1,1,"GS Road,Guwahati",26.16667,91.76667,8860000.0,3,Furnished,1,2017.0
239,Dealer,0,1,3,BHK,2196.354052,1,1,"Sector-110 Noida,Noida",28.536585,77.383669,10000000.0,3,Furnished,1,2019.0
240,Dealer,0,1,4,BHK,2400.0,1,1,"Laxmi Nagar,Mumbai",22.281215,70.789479,30000000.0,4,Furnished,1,2016.0
241,Dealer,0,0,2,BHK,1650.252861,1,1,"Hadapsar,Pune",18.49667,73.94167,6200000.0,2,Furnished,1,2017.0
242,Dealer,1,1,2,BHK,632.0572844999998,0,0,"Vasai East,Mumbai",19.402549,72.85441800000002,4590000.0,2,Furnished,1,
243,Owner,0,0,2,BHK,1034.965035,1,1,"Chinhat,Lucknow",26.882832,81.033767,3700000.0,2,Furnished,1,2014.0
244,Dealer,0,0,2,BHK,965.0439631,1,1,"kavesar,Maharashtra",18.96,72.82,9000000.0,2,Furnished,1,2017.0
245,Builder,1,1,2,BHK,600.5495224,0,0,"Sus,Lalitpur",24.69028,78.41889,4590000.0,2,Furnished,1,
246,Dealer,0,0,2,BHK,984.8484848,1,1,"Hiranandani Estate,Mumbai",19.255098,72.9815265,13000000.0,2,Furnished,1,2016.0
247,Dealer,0,0,3,BHK,1700.060716,1,1,"Chembur,Mumbai",19.05871,72.89969,42000000.0,3,Furnished,1,2017.0
248,Dealer,0,1,1,BHK,546.0145603999998,1,0,"Thane West,Mumbai",19.18,72.96333,5850000.0,1,Furnished,1,2016.0
249,Dealer,0,0,2,BHK,1195.499297,1,1,"Karamsad,Anand",22.55,72.9,1700000.0,2,Furnished,1,2012.0
250,Dealer,1,1,3,BHK,1677.4685470000004,0,1,"Thakur Village,Mumbai",18.914541,72.818211,22000000.0,3,Furnished,1,
251,Dealer,0,1,3,BHK,1699.716714,1,1,"Crossing Republik,Ghaziabad",28.629811,77.434197,4800000.0,3,Furnished,1,2014.0
252,Dealer,0,0,2,BHK,1075.027996,1,1,"sector-121 Noida,Noida",28.602325,77.40199399999999,4800000.0,2,Furnished,1,2014.0
253,Dealer,1,1,1,BHK,485.790072,0,0,"Balkum,Mumbai",19.222101,72.988231,6409999.999999999,1,Furnished,1,
254,Owner,0,0,2,BHK,929.8998569,1,1,"Rajarajeshwari Nagar,Bangalore",12.919423,77.522774,5200000.0,2,Furnished,1,2019.0
255,Dealer,0,0,3,BHK,1438.021283,1,1,"Hiranandani Gardens - Powai,Lalitpur",19.124896,72.89350300000002,60000000.0,3,Furnished,1,2016.0
256,Dealer,0,0,5,BHK,5299.954894,1,1,"Iblur Village,Bangalore",12.91668,77.59196,47000000.0,5,Furnished,1,2019.0
257,Dealer,0,1,2,BHK,1020.181859,1,1,"Thanisandra,Bangalore",13.055985,77.622157,4600000.0,2,Furnished,1,2014.0
258,Owner,0,0,2,BHK,1070.135002,1,1,"Vaishali,Ghaziabad",28.6423,77.3445,6500000.0,2,Furnished,1,2017.0
259,Owner,0,0,2,BHK,2400.384061,1,1,"Tiruchanur,Tirupati",13.603543,79.460402,5000000.0,2,Furnished,1,2019.0
260,Owner,0,0,3,BHK,1767.388826,1,1,"Kompally,Secunderabad",17.546483,78.480303,7750000.0,3,Furnished,1,2019.0
261,Builder,1,1,1,BHK,524.0,0,0,"Tathawade,Pune",18.6182,73.7447,2620000.0,1,Furnished,1,
262,Dealer,1,1,2,BHK,923.7875289,0,1,"Sector-63A Gurgaon,Gurgaon",28.359199,76.836683,12000000.0,2,Furnished,1,
263,Dealer,0,0,3,BHK,1657.275439,1,1,"Banashankari Stage VI,Bangalore",12.9223,77.5532,10000000.0,3,Furnished,1,2019.0
264,Dealer,0,0,2,BHK,680.0,1,1,"Mulund (West),Lalitpur",19.1759,72.9522,17000000.0,2,Furnished,1,2019.0
265,Owner,0,0,2,BHK,1100.478469,1,1,"Gorwa,Vadodara",22.3301,73.1611,2300000.0,2,Furnished,1,2012.0
266,Dealer,0,1,3,BHK,1701.6949149999996,1,0,"Bhatagaon,Raipur",21.152442,81.090184,5020000.0,3,Furnished,1,2017.0
267,Owner,0,0,1,BHK,451.0309278,1,1,"Shalimar Garden Extension II,Ghaziabad",28.689982,77.339807,1400000.0,1,Furnished,1,2014.0
268,Dealer,0,0,3,BHK,2727.856226000001,1,1,"Rajarhat,Kolkata",22.54111,88.33778000000002,8500000.0,3,Furnished,1,2019.0
269,Owner,0,0,2,BHK,1000.0,1,1,"Cantonment,Vizianagaram",18.116670000000006,83.41667,3000000.0,2,Furnished,1,2012.0
270,Dealer,0,0,3,BHK,1790.1897600000002,1,1,"Sector-81 Gurgaon,Gurgaon",28.388225,76.946376,10000000.0,3,Furnished,1,2016.0
271,Owner,0,0,2,BHK,1100.352113,1,1,"Patuli GhoshPara,Kolkata",22.598675,88.438512,2500000.0,2,Furnished,1,2013.0
272,Dealer,0,1,2,BHK,1232.162459,1,1,"Sector 80 Faridabad,Faridabad",28.381971000000004,77.347688,4490000.0,2,Furnished,1,2013.0
273,Dealer,0,0,1,BHK,497.988891,1,1,"Dharapur,Guwahati",26.137220000000006,91.62778,2600000.0,1,Furnished,1,2011.0
274,Owner,0,0,3,BHK,1726.017442,1,1,"Kadugodi,Bangalore",12.995285,77.766797,9500000.0,3,Furnished,1,2016.0
275,Dealer,1,1,3,BHK,1320.052802,0,1,"Kharadi,Pune",18.5438,73.9438,11000000.0,3,Furnished,1,
276,Owner,0,0,2,BHK,990.0990099,1,1,"New Shanti Nagar,Raipur",21.250076,81.660749,2500000.0,2,Furnished,1,2011.0
277,Dealer,0,0,1,BHK,675.0441375,1,1,"Sector-35G Kharghar,Lalitpur",24.69028,78.41889,6500000.0,1,Furnished,1,2016.0
278,Owner,0,0,2,BHK,674.0361283,1,1,"Punkunnam,Thrissur",10.5339,76.2085,2500000.0,2,Furnished,1,2012.0
279,Dealer,0,0,1,BHK,775.1114886,1,1,"Sector-99 Noida,Noida",28.543278000000004,77.358896,3650000.0,1,Furnished,1,2011.0
280,Dealer,0,0,2,BHK,718.1042049,1,1,"Powai,Lalitpur",19.12,72.91,18000000.0,2,Furnished,1,2017.0
281,Dealer,1,1,4,BHK,3200.0,0,1,"Sector-150 Noida,Noida",28.429614,77.481711,18000000.0,4,Furnished,1,
282,Owner,0,1,2,BHK,945.1795841,1,1,"Giduri,Satna",24.586021,80.78740400000002,3000000.0,2,Furnished,1,2013.0
283,Dealer,0,1,2,BHK,1089.028042,1,1,"Laxmi Nagar,Maharashtra",20.07911,73.911636,16000000.0,2,Furnished,1,2017.0
284,Dealer,0,1,2,BHK,942.1518749,1,1,"Mysore Road,Bangalore",12.96991,77.59796,5000000.0,2,Furnished,1,2019.0
285,Dealer,0,0,2,BHK,1370.0,1,1,"Nirman Nagar,Jaipur",19.980678,79.297436,8220000.0,2,Furnished,1,2016.0
286,Owner,0,0,2,BHK,1265.111049,1,1,"Andalpuram,Madurai",9.90708,78.102316,9000000.0,2,Furnished,1,2018.0
287,Dealer,0,0,3,BHK,1394.31121,1,1,"Dhokali,Lalitpur",24.69028,78.41889,10000000.0,3,Furnished,1,2018.0
288,Dealer,1,0,2,BHK,800.0,0,1,"Chandapura,Bangalore",12.80009,77.71181999999997,2700000.0,2,Furnished,1,
289,Dealer,1,1,3,BHK,1505.144771,0,1,"Zirakpur,Chandigarh",30.662283,76.822397,6290000.0,3,Furnished,1,
290,Owner,0,0,3,BHK,1067.270375,1,1,"Shiv Mandir,Siliguri",25.232239,71.392013,3300000.0,3,Furnished,1,2010.0
291,Owner,0,0,3,BHK,1400.059577,1,1,"Kathreguppe,Bangalore",12.913771,77.768321,9400000.0,3,Furnished,1,2016.0
292,Dealer,0,0,1,BHK,728.9473684,1,1,"Pratap Nagar,Jaipur",26.807408,75.83865899999998,2770000.0,1,Furnished,1,2012.0
293,Dealer,0,1,3,BHK,1293.103448,1,0,"Raj Nagar Extension,Ghaziabad",26.900926,75.775927,3750000.0,3,Furnished,1,2012.0
294,Builder,1,1,3,BHK,106469.0027,0,0,"Vishrantwadi,Lalitpur",24.69028,78.41889,948000000.0,3,Furnished,1,
295,Dealer,0,0,3,BHK,2939.624633,1,1,"Sector-65 Gurgaon,Gurgaon",28.403138,77.070052,39000000.0,3,Furnished,1,2018.0
296,Dealer,0,1,2,BHK,1431.068385,1,1,"Sector-66A Mohali,Mohali",30.661104,76.746082,6550000.0,2,Furnished,1,2016.0
297,Owner,0,0,3,BHK,1350.063532,1,1,"BTM 1st Stage,Bangalore",12.96991,77.59796,8500000.0,3,Furnished,1,2017.0
298,Owner,0,0,1,BHK,750.1630789,1,1,"Pal Gam,Surat",21.189685,72.841062,2300000.0,1,Furnished,1,2010.0
299,Dealer,0,1,3,BHK,1170.074459,1,1,"Ghodbunder Road,Lalitpur",24.69028,78.41889,9900000.0,3,Furnished,1,2019.0
300,Owner,0,0,2,BHK,1121.076233,1,1,"Dixit Nagar,Lalitpur",24.69028,78.41889,4500000.0,2,Furnished,1,2011.0
301,Dealer,0,0,4,BHK,1904.761905,1,1,"Sector-44 Chandigarh,Chandigarh",30.714837,76.751896,10000000.0,4,Furnished,1,2016.0
302,Dealer,0,0,4,BHK,7054.132801999999,1,1,"Sector-81 Gurgaon,Gurgaon",28.388225,76.946376,46000000.0,4,Furnished,1,2019.0
303,Dealer,0,0,2,BHK,950.0285009,1,1,"Malad (East),Maharashtra",19.1758,72.8643,15000000.0,2,Furnished,1,2018.0
304,Owner,0,0,2,BHK,969.9321048,1,1,"Mylasandra,Bangalore",12.852041,77.616315,4000000.0,2,Furnished,1,2012.0
305,Dealer,0,0,1,BHK,636.0078278,1,1,"Sector 35I Kharghar,Mumbai",19.038205,73.06612,5200000.0,1,Furnished,1,2017.0
306,Dealer,0,0,4,BHK,4578.507945,1,1,"Sathya Sai Layout,Bangalore",12.929162,77.629041,34000000.0,4,Furnished,1,2018.0
307,Owner,0,0,1,BHK,700.0259269,1,1,"Wagholi,Pune",18.5823,73.983,2700000.0,1,Furnished,1,2014.0
308,Dealer,0,0,3,BHK,1859.637775,1,1,"Majiwada,Lalitpur",19.218498,72.992114,23000000.0,3,Furnished,1,2019.0
309,Owner,0,0,3,BHK,1700.1866059999998,1,1,"ISBT Tutikandi,Shimla",31.097061,77.15489699999998,8200000.0,3,Furnished,1,2016.0
310,Dealer,0,0,3,BHK,1847.187238,1,0,"Sector-86 Gurgaon,Gurgaon",28.397468,76.945489,11000000.0,3,Furnished,1,2018.0
311,Dealer,0,1,1,BHK,509.5541401,1,0,"Panvel,Maharashtra",18.966114,73.148278,4000000.0,1,Furnished,1,2012.0
312,Dealer,0,0,3,BHK,1427.424391,1,1,"Prince Anwar Shah Rd.,Kolkata",22.56972,88.36972,16000000.0,3,Furnished,1,2018.0
313,Owner,0,0,2,BHK,715.0518413,1,1,"Jaisinghpura,Jaipur",26.532207,75.520538,2000000.0,2,Furnished,1,2013.0
314,Owner,0,0,3,BHK,1393.214227,1,1,"Nehru Nagar,Bangalore",19.062322,72.88075400000002,8500000.0,3,Furnished,1,2016.0
315,Owner,0,0,2,BHK,900.3215434,1,1,"Sector-127 Mohali,Mohali",30.768683000000006,76.650876,2240000.0,2,Furnished,1,2010.0
316,Dealer,0,0,2,BHK,1000.0,1,1,"Thane West,Mumbai",19.18,72.96333,12000000.0,2,Furnished,1,2019.0
317,Owner,0,0,2,BHK,800.0,1,1,"City Center,Gwalior",26.209302,78.194369,3500000.0,2,Furnished,1,2014.0
318,Dealer,1,0,1,BHK,445.0304928000001,0,1,"Kasar vadavali,Maharashtra",20.084522,72.900306,5400000.0,1,Furnished,1,
319,Owner,0,0,2,BHK,1125.175809,1,1,"Bandepalya,Bangalore",12.96991,77.59796,5600000.0,2,Furnished,1,2016.0
320,Dealer,0,0,2,BHK,1015.113918,1,1,"Mira Road,Maharashtra",19.283359,72.864964,9000000.0,2,Furnished,1,2017.0
321,Owner,0,1,2,BHK,1200.4175369999996,1,1,"Katara Hills,Bhopal",23.185756,77.498465,2300000.0,2,Furnished,1,2013.0
322,Dealer,0,1,1,BHK,1060.147122,1,1,"Devanahalli,Bangalore",13.23,77.7,4900000.0,1,Furnished,1,2013.0
323,Owner,0,0,3,BHK,1654.8463359999996,1,1,"Kakkanad,Kochi",9.930471,76.271273,7000000.0,3,Furnished,1,2018.0
324,Dealer,0,0,3,BHK,1175.121811,1,1,"Rajarhat,Kolkata",22.54111,88.33778000000002,4100000.0,3,Furnished,1,2013.0
325,Owner,0,0,1,BHK,412.0213282,1,1,"Khodiyar Nagar,Vapi",20.379289,72.932048,850000.0,1,Furnished,1,2012.0
326,Dealer,0,0,3,BHK,1877.435352,1,1,"Sama Savli Road,Vadodara",22.340396,73.19706,5300000.0,3,Furnished,1,2019.0
327,Dealer,1,0,2,BHK,1150.121065,0,1,"TC Palaya,Bangalore",50.817397,4.42145,3800000.0,2,Furnished,1,
328,Owner,0,0,2,BHK,910.0529101,1,1,"Vimal Nagar,Rajkot",22.281878,70.752639,4300000.0,2,Furnished,1,2011.0
329,Builder,1,1,2,BHK,1080.0,0,0,"KR Puram,Bangalore",13.010349,77.712151,3240000.0,2,Furnished,1,
330,Dealer,0,1,3,BHK,1902.843071,1,1,"Binny Pete,Bangalore",12.96991,77.59796,17000000.0,3,Furnished,1,2016.0
331,Owner,0,0,1,BHK,850.4606662,1,1,"Bicholi Mardana,Indore",22.1764,75.8193,1200000.0,1,Furnished,1,2010.0
332,Dealer,1,1,2,BHK,1051.223242,0,1,"Thane West,Lalitpur",19.18,72.96333,11000000.0,2,Furnished,1,
333,Dealer,0,1,2,BHK,945.0617925,1,1,"Ghodbunder Road,Lalitpur",24.69028,78.41889,9100000.0,2,Furnished,1,2019.0
334,Owner,1,0,2,BHK,570.0958797999998,0,1,"Ashoka Garden,Bhopal",23.259859,77.427777,2200000.0,2,Furnished,1,
335,Dealer,0,0,2,BHK,1050.070432,1,1,"Sector 19 Ulwe,Maharashtra",19.049989,73.077321,8200000.0,2,Furnished,1,2018.0
336,Dealer,0,1,2,BHK,1785.060417,1,1,"Andheri (East),Mumbai",19.1145,72.8712,39000000.0,2,Furnished,1,2019.0
337,Owner,0,0,2,BHK,800.0,1,1,"Garia,Kolkata",22.403867,88.47000600000001,3500000.0,2,Furnished,1,2013.0
338,Owner,0,0,2,BHK,750.0551511,1,1,"Kengeri,Bangalore",12.919987,77.489265,3400000.0,2,Furnished,1,2012.0
339,Dealer,0,0,2,BHK,1129.908619,1,1,"Sector-16 Ulwe,Lalitpur",28.409274,77.322293,9150000.0,2,Furnished,1,2016.0
340,Builder,1,1,4,BHK,2857.142857,0,0,"Bicholi Mardana,Indore",22.1764,75.8193,12000000.0,4,Furnished,1,
341,Dealer,0,0,2,BHK,896.6801117000001,1,1,"Zirakpur,Chandigarh",30.662283,76.822397,2890000.0,2,Furnished,1,2010.0
342,Owner,0,0,2,BHK,900.116144,1,1,"Udaya Nagar,Bangalore",16.198332,77.34239000000002,3100000.0,2,Furnished,1,2013.0
343,Owner,0,0,3,BHK,1870.32419,1,1,"Kundli,Sonipat",28.874383,77.113251,7500000.0,3,Furnished,1,2019.0
344,Owner,0,0,2,BHK,1288.102262,1,1,"Hennur Road,Bangalore",13.0306,77.6485,7859999.999999999,2,Furnished,1,2016.0
345,Dealer,1,1,4,BHK,2461.538462,0,1,"Vaishali Nagar,Jaipur",26.91868,75.750399,16000000.0,4,Furnished,1,
346,Dealer,0,0,2,BHK,1066.408143,1,1,"Bhayli,Vadodara",22.288976,73.128222,2200000.0,2,Furnished,1,2014.0
347,Dealer,0,0,4,BHK,4299.996417,1,1,"Andheri (West),Mumbai",19.139348,72.820458,120000000.0,4,Furnished,1,2019.0
348,Dealer,1,1,2,BHK,816.8491699,0,0,"Worli,Lalitpur",19.0167,72.8167,37000000.0,2,Furnished,1,
349,Dealer,0,0,2,BHK,1261.625556,1,1,"Kundli,Sonipat",28.874383,77.113251,3120000.0,2,Furnished,1,2011.0
350,Owner,0,0,2,BHK,1160.092807,1,1,"Kodigehalli,Bangalore",13.0583,77.5732,4500000.0,2,Furnished,1,2013.0
351,Dealer,1,1,2,BHK,828.7063893,0,1,"Kurar Village,Lalitpur",12.91668,77.59196,10000000.0,2,Furnished,1,
352,Owner,0,1,3,BHK,2015.021066,1,1,"KR Puram,Bangalore",13.010349,77.712151,11000000.0,3,Furnished,1,2018.0
353,Dealer,0,0,3,BHK,2765.784114,1,1,"Ajmer Road,Jaipur",26.928785,75.828002,6790000.000000001,3,Furnished,1,2016.0
354,Dealer,0,0,2,BHK,790.0334245,1,1,"Phase 1 Kammasandra,Bangalore",12.863492,77.74143000000002,2600000.0,2,Furnished,1,2011.0
355,Builder,0,0,3,BHK,1358.024691,1,0,"Ekkaduthangal,Chennai",13.09,80.27,11000000.0,3,Furnished,1,2019.0
356,Owner,0,0,1,BHK,850.1594049,1,1,"Harinagar,Surat",21.800275,72.60499300000002,2400000.0,1,Furnished,1,2014.0
357,Dealer,0,0,2,BHK,1115.075825,1,1,"Sector 21 Ulwe,Mumbai",18.973908,73.02510600000002,10000000.0,2,Furnished,1,2018.0
358,Dealer,0,0,1,BHK,406.3088686,1,1,"DN Nagar,Maharashtra",20.742166,80.104602,11000000.0,1,Furnished,1,2018.0
359,Dealer,0,0,2,BHK,1080.080235,1,1,"Kasba,Kolkata",22.519728,88.38573000000002,7000000.0,2,Furnished,1,2019.0
360,Dealer,0,1,4,BHK,3621.234302,1,1,"Nagavarapalya,Bangalore",12.96991,77.59796,47000000.0,4,Furnished,1,2018.0
361,Dealer,1,1,6,BHK,10050.25126,0,1,"Sector-124 Noida,Noida",28.548382,77.32781899999998,120000000.0,6,Furnished,2,
362,Dealer,0,0,3,BHK,1150.0069,1,1,"Chembur,Maharashtra",19.05871,72.89969,25000000.0,3,Furnished,1,2018.0
363,Owner,0,1,3,BHK,2489.4067800000007,1,1,"Doddanekundi,Bangalore",12.980033,77.69932800000002,9400000.0,3,Furnished,1,2017.0
364,Dealer,1,0,3,BHK,1894.179894,0,1,"Naini,Allahabad",25.3945,81.8615,5370000.0,3,Furnished,1,
365,Dealer,0,0,4,BHK,4000.0,1,1,"Sector-4 Vaishali,Ghaziabad",28.644695,77.33895600000002,14000000.0,4,Furnished,1,2017.0
366,Dealer,0,1,2,BHK,1269.146608,1,1,"Bicholi Hapsi,Indore",22.727017,75.93404100000002,4060000.0,2,Furnished,1,2014.0
367,Owner,0,1,4,BHK,3458.3665869999995,1,1,"Sector-78 Noida,Noida",28.560719,77.386208,26000000.0,4,Furnished,1,2017.0
368,Builder,0,1,2,BHK,835.2668213,1,0,"Naya Raipur,Raipur",29.9055,75.2547,2520000.0,2,Furnished,1,2013.0
369,Owner,0,0,2,BHK,1185.146168,1,1,"Rajarhat,Kolkata",22.54111,88.33778000000002,9000000.0,2,Furnished,1,2018.0
370,Dealer,0,0,3,BHK,1289.872756,1,1,"Devanahalli,Bangalore",13.23,77.7,7400000.0,3,Furnished,1,2018.0
371,Dealer,0,0,3,BHK,2100.0,1,1,"MG Road,Kochi",11.931023,79.828222,21000000.0,3,Furnished,1,2017.0
372,Dealer,0,0,4,BHK,3167.898627,1,1,"Pal Gam,Surat",21.189685,72.841062,15000000.0,4,Furnished,1,2018.0
373,Owner,0,0,4,BHK,433333.3333,1,1,"Mulanthuruthy,Kochi",9.893479,76.408774,6500000.0,4,Furnished,1,2016.0
374,Builder,0,0,2,BHK,845.007783,1,1,"Kundrathur,Chennai",12.9974,80.0966,3800000.0,2,Furnished,1,2014.0
375,Dealer,0,0,1,BHK,850.0,1,1,"ZAGADE WASTI,Pune",21.0,77.0,2720000.0,1,Furnished,1,2014.0
376,Dealer,1,1,2,BHK,923.0100988,0,1,"Ghodbunder Road,Lalitpur",24.69028,78.41889,8500000.0,2,Furnished,1,
377,Owner,0,0,3,BHK,1490.312966,1,1,"Ramavarappadu,Vijayawada",16.531879,80.670951,6000000.0,3,Furnished,1,2017.0
378,Owner,0,0,3,BHK,1480.019734,1,1,"Radha Vihar,Jaipur",26.222384,85.86210799999998,6000000.0,3,Furnished,1,2018.0
379,Owner,0,0,3,BHK,1510.159253,1,1,"Begur Road,Bangalore",12.8706,77.6279,11000000.0,3,Furnished,1,2019.0
380,Dealer,1,1,1,BHK,453.01667930000013,0,1,"Kolshet Road,Lalitpur",24.69028,78.41889,6600000.0,1,Furnished,1,
381,Dealer,0,0,2,BHK,999.6079969,1,0,"Dabhoi,Vadodara",22.12947,73.41756,2550000.0,2,Furnished,1,2011.0
382,Owner,0,0,2,BHK,1000.0,1,1,"Narendra Nagar,Nagpur",21.105779,79.078497,3000000.0,2,Furnished,1,2010.0
383,Owner,0,0,3,BHK,1350.135014,1,1,"Electronics City Phase 1,Bangalore",12.840956,77.659441,6000000.0,3,Furnished,1,2016.0
384,Dealer,0,0,3,BHK,1231.578947,1,1,"Kudlu,Bangalore",12.88784,77.654131,4680000.0,3,Furnished,1,2014.0
